loan_size,interest_rate,borrower_income,debt_to_income,num_of_accounts,derogatory_marks,total_debt,loan_status
10300.0,7.496,51100,0.412915851272016,4,1,21100,0
8400.0,6.7,43600,0.311926605504587,3,0,13600,0
10800.0,7.698,53000,0.433962264150943,5,1,23000,0
9600.0,7.19,48300,0.37888198757764,4,0,18300,0
8600.0,6.767,44300,0.322799097065463,3,0,14300,0
12400.0,8.404,59700,0.49748743718593,6,1,29700,0
8400.0,6.682,43500,0.310344827586207,3,0,13500,0
9400.0,7.11,47500,0.368421052631579,3,0,17500,0
9800.0,7.272,49000,0.387755102040816,4,0,19000,0
7500.0,6.294,39800,0.246231155778895,2,0,9800,0
8500.0,6.751,44100,0.319727891156463,3,0,14100,0
9200.0,7.054,47000,0.361702127659575,3,0,17000,0
10400.0,7.539,51500,0.41747572815534,4,1,21500,0
9000.0,6.939,45900,0.34640522875817,3,0,15900,0
10200.0,7.449,50700,0.408284023668639,4,1,20700,0
9900.0,7.338,49700,0.396378269617706,4,0,19700,0
7400.0,6.255,39500,0.240506329113924,2,0,9500,0
11200.0,7.887,54800,0.452554744525547,5,1,24800,0
7000.0,6.108,38100,0.21259842519685,1,0,8100,0
7800.0,6.425,41100,0.27007299270073,2,0,11100,0
10900.0,7.76,53600,0.440298507462687,5,1,23600,0
8700.0,6.824,44800,0.330357142857143,3,0,14800,0
11100.0,7.838,54400,0.448529411764706,5,1,24400,0
7100.0,6.134,38300,0.216710182767624,1,0,8300,0
7800.0,6.419,41000,0.268292682926829,2,0,11000,0
9500.0,7.175,48100,0.376299376299376,4,0,18100,0
7800.0,6.449,41300,0.273607748184019,2,0,11300,0
8600.0,6.778,44400,0.324324324324324,3,0,14400,0
9800.0,7.305,49300,0.391480730223124,4,0,19300,0
10000.0,7.355,49800,0.397590361445783,4,0,19800,0
9600.0,7.2,48400,0.380165289256198,4,0,18400,0
12800.0,8.572,61300,0.510603588907015,7,1,31300,0
11600.0,8.064,56500,0.469026548672566,5,1,26500,0
8200.0,6.615,42900,0.300699300699301,2,0,12900,0
9400.0,7.11,47500,0.368421052631579,3,0,17500,0
9400.0,7.118,47600,0.369747899159664,3,0,17600,0
8600.0,6.781,44400,0.324324324324324,3,0,14400,0
10300.0,7.508,51200,0.4140625,4,1,21200,0
8700.0,6.822,44800,0.330357142857143,3,0,14800,0
9000.0,6.929,45800,0.344978165938865,3,0,15800,0
9200.0,7.022,46700,0.357601713062099,3,0,16700,0
8800.0,6.876,45300,0.337748344370861,3,0,15300,0
7800.0,6.438,41200,0.271844660194175,2,0,11200,0
9000.0,6.959,46100,0.349240780911063,3,0,16100,0
8100.0,6.58,42500,0.294117647058824,2,0,12500,0
7200.0,6.193,38900,0.22879177377892,1,0,8900,0
9800.0,7.283,49100,0.389002036659878,4,0,19100,0
7600.0,6.373,40600,0.261083743842365,2,0,10600,0
9200.0,7.043,46900,0.360341151385928,3,0,16900,0
10100.0,7.431,50500,0.405940594059406,4,1,20500,0
8600.0,6.784,44400,0.324324324324324,3,0,14400,0
8400.0,6.679,43400,0.308755760368664,3,0,13400,0
10400.0,7.543,51600,0.418604651162791,4,1,21600,0
9600.0,7.225,48600,0.382716049382716,4,0,18600,0
8100.0,6.56,42300,0.290780141843972,2,0,12300,0
10300.0,7.523,51400,0.416342412451362,4,1,21400,0
9000.0,6.932,45800,0.344978165938865,3,0,15800,0
10100.0,7.413,50400,0.404761904761905,4,1,20400,0
8700.0,6.831,44900,0.33184855233853,3,0,14900,0
11000.0,7.808,54100,0.44547134935305,5,1,24100,0
8400.0,6.702,43700,0.31350114416476,3,0,13700,0
8300.0,6.646,43100,0.303944315545244,2,0,13100,0
11000.0,7.805,54000,0.444444444444444,5,1,24000,0
9800.0,7.307,49400,0.392712550607287,4,0,19400,0
11200.0,7.905,55000,0.454545454545455,5,1,25000,0
9500.0,7.154,47900,0.373695198329854,4,0,17900,0
11200.0,7.871,54700,0.451553930530165,5,1,24700,0
10600.0,7.638,52500,0.428571428571429,5,1,22500,0
9700.0,7.236,48700,0.383983572895277,4,0,18700,0
9600.0,7.222,48600,0.382716049382716,4,0,18600,0
8100.0,6.586,42600,0.295774647887324,2,0,12600,0
7700.0,6.394,40800,0.264705882352941,2,0,10800,0
8800.0,6.883,45400,0.33920704845815,3,0,15400,0
10600.0,7.637,52500,0.428571428571429,5,1,22500,0
7800.0,6.441,41200,0.271844660194175,2,0,11200,0
9000.0,6.958,46100,0.349240780911063,3,0,16100,0
10000.0,7.385,50100,0.401197604790419,4,1,20100,0
9100.0,6.982,46300,0.352051835853132,3,0,16300,0
7700.0,6.391,40700,0.262899262899263,2,0,10700,0
9900.0,7.348,49700,0.396378269617706,4,0,19700,0
9100.0,7.01,46600,0.356223175965665,3,0,16600,0
8300.0,6.669,43400,0.308755760368664,3,0,13400,0
7800.0,6.441,41200,0.271844660194175,2,0,11200,0
9000.0,6.932,45800,0.344978165938865,3,0,15800,0
10800.0,7.723,53300,0.437148217636023,5,1,23300,0
10000.0,7.375,50000,0.4,4,1,20000,0
8700.0,6.812,44700,0.328859060402685,3,0,14700,0
7900.0,6.468,41500,0.27710843373494,2,0,11500,0
10500.0,7.569,51800,0.420849420849421,4,1,21800,0
11200.0,7.899,54900,0.453551912568306,5,1,24900,0
9600.0,7.189,48300,0.37888198757764,4,0,18300,0
12100.0,8.287,58600,0.488054607508532,6,1,28600,0
10800.0,7.718,53200,0.43609022556391,5,1,23200,0
9800.0,7.27,49000,0.387755102040816,4,0,19000,0
6300.0,5.823,35400,0.152542372881356,1,0,5400,0
8200.0,6.612,42800,0.299065420560748,2,0,12800,0
9100.0,6.986,46300,0.352051835853132,3,0,16300,0
9400.0,7.101,47400,0.367088607594937,3,0,17400,0
9500.0,7.143,47800,0.372384937238494,4,0,17800,0
10700.0,7.664,52700,0.430740037950664,5,1,22700,0
9300.0,7.07,47100,0.363057324840764,3,0,17100,0
10000.0,7.37,49900,0.398797595190381,4,0,19900,0
9700.0,7.262,48900,0.386503067484663,4,0,18900,0
8100.0,6.584,42600,0.295774647887324,2,0,12600,0
8800.0,6.86,45200,0.336283185840708,3,0,15200,0
9900.0,7.337,49600,0.395161290322581,4,0,19600,0
7800.0,6.458,41400,0.27536231884058,2,0,11400,0
9800.0,7.305,49300,0.391480730223124,4,0,19300,0
8700.0,6.81,44700,0.328859060402685,3,0,14700,0
9700.0,7.235,48700,0.383983572895277,4,0,18700,0
11100.0,7.859,54600,0.450549450549451,5,1,24600,0
12100.0,8.284,58600,0.488054607508532,6,1,28600,0
8000.0,6.54,42100,0.287410926365796,2,0,12100,0
9900.0,7.319,49500,0.393939393939394,4,0,19500,0
9200.0,7.015,46600,0.356223175965665,3,0,16600,0
9400.0,7.102,47400,0.367088607594937,3,0,17400,0
10700.0,7.692,53000,0.433962264150943,5,1,23000,0
9600.0,7.211,48500,0.381443298969072,4,0,18500,0
11400.0,7.972,55600,0.460431654676259,5,1,25600,0
11900.0,8.167,57500,0.478260869565217,6,1,27500,0
10100.0,7.429,50500,0.405940594059406,4,1,20500,0
9100.0,6.991,46400,0.353448275862069,3,0,16400,0
9800.0,7.278,49100,0.389002036659878,4,0,19100,0
9800.0,7.286,49200,0.390243902439024,4,0,19200,0
8100.0,6.568,42400,0.292452830188679,2,0,12400,0
8700.0,6.819,44800,0.330357142857143,3,0,14800,0
8900.0,6.898,45500,0.340659340659341,3,0,15500,0
11100.0,7.845,54400,0.448529411764706,5,1,24400,0
10500.0,7.599,52100,0.424184261036468,4,1,22100,0
8400.0,6.709,43700,0.31350114416476,3,0,13700,0
9200.0,7.022,46700,0.357601713062099,3,0,16700,0
7000.0,6.091,37900,0.20844327176781,1,0,7900,0
9500.0,7.167,48000,0.375,4,0,18000,0
11200.0,7.904,55000,0.454545454545455,5,1,25000,0
18800.0,11.109,85100,0.647473560517039,12,2,55100,0
10800.0,7.713,53200,0.43609022556391,5,1,23200,0
9400.0,7.137,47800,0.372384937238494,3,0,17800,0
8300.0,6.647,43100,0.303944315545244,2,0,13100,0
9900.0,7.318,49500,0.393939393939394,4,0,19500,0
9000.0,6.946,46000,0.347826086956522,3,0,16000,0
10100.0,7.42,50400,0.404761904761905,4,1,20400,0
10300.0,7.486,51000,0.411764705882353,4,1,21000,0
8600.0,6.769,44300,0.322799097065463,3,0,14300,0
9500.0,7.182,48200,0.377593360995851,4,0,18200,0
8500.0,6.735,44000,0.318181818181818,3,0,14000,0
8700.0,6.839,45000,0.333333333333333,3,0,15000,0
8100.0,6.584,42600,0.295774647887324,2,0,12600,0
9300.0,7.074,47200,0.364406779661017,3,0,17200,0
9600.0,7.214,48500,0.381443298969072,4,0,18500,0
10900.0,7.757,53600,0.440298507462687,5,1,23600,0
8800.0,6.871,45300,0.337748344370861,3,0,15300,0
8600.0,6.781,44400,0.324324324324324,3,0,14400,0
9900.0,7.315,49400,0.392712550607287,4,0,19400,0
9800.0,7.285,49200,0.390243902439024,4,0,19200,0
9300.0,7.091,47300,0.365750528541226,3,0,17300,0
10900.0,7.757,53600,0.440298507462687,5,1,23600,0
8700.0,6.82,44800,0.330357142857143,3,0,14800,0
10300.0,7.495,51100,0.412915851272016,4,1,21100,0
6900.0,6.06,37600,0.202127659574468,1,0,7600,0
12400.0,8.41,59700,0.49748743718593,6,1,29700,0
8600.0,6.783,44400,0.324324324324324,3,0,14400,0
9900.0,7.33,49600,0.395161290322581,4,0,19600,0
9300.0,7.069,47100,0.363057324840764,3,0,17100,0
9000.0,6.933,45800,0.344978165938865,3,0,15800,0
7900.0,6.487,41600,0.278846153846154,2,0,11600,0
7700.0,6.417,41000,0.268292682926829,2,0,11000,0
8400.0,6.703,43700,0.31350114416476,3,0,13700,0
11700.0,8.085,56700,0.470899470899471,6,1,26700,0
11300.0,7.944,55400,0.458483754512635,5,1,25400,0
11300.0,7.92,55100,0.455535390199637,5,1,25100,0
11300.0,7.924,55200,0.456521739130435,5,1,25200,0
11600.0,8.072,56600,0.469964664310954,5,1,26600,0
9300.0,7.068,47100,0.363057324840764,3,0,17100,0
9100.0,6.976,46200,0.350649350649351,3,0,16200,0
9300.0,7.062,47100,0.363057324840764,3,0,17100,0
6800.0,6.009,37100,0.191374663072776,1,0,7100,0
10900.0,7.764,53700,0.441340782122905,5,1,23700,0
8200.0,6.603,42700,0.297423887587822,2,0,12700,0
9000.0,6.948,46000,0.347826086956522,3,0,16000,0
9700.0,7.256,48900,0.386503067484663,4,0,18900,0
9800.0,7.304,49300,0.391480730223124,4,0,19300,0
7200.0,6.174,38700,0.224806201550388,1,0,8700,0
11100.0,7.839,54400,0.448529411764706,5,1,24400,0
10300.0,7.487,51100,0.412915851272016,4,1,21100,0
9200.0,7.018,46600,0.356223175965665,3,0,16600,0
8500.0,6.744,44100,0.319727891156463,3,0,14100,0
10000.0,7.354,49800,0.397590361445783,4,0,19800,0
8500.0,6.74,44000,0.318181818181818,3,0,14000,0
9400.0,7.134,47700,0.371069182389937,3,0,17700,0
10600.0,7.62,52300,0.426386233269599,5,1,22300,0
8800.0,6.858,45100,0.334811529933481,3,0,15100,0
9900.0,7.35,49800,0.397590361445783,4,0,19800,0
10300.0,7.486,51000,0.411764705882353,4,1,21000,0
12000.0,8.228,58000,0.482758620689655,6,1,28000,0
7800.0,6.461,41400,0.27536231884058,2,0,11400,0
6600.0,5.924,36300,0.173553719008264,1,0,6300,0
7700.0,6.377,40600,0.261083743842365,2,0,10600,0
9200.0,7.023,46700,0.357601713062099,3,0,16700,0
10400.0,7.541,51600,0.418604651162791,4,1,21600,0
7800.0,6.423,41000,0.268292682926829,2,0,11000,0
17000.0,10.343,77900,0.614890885750963,10,2,47900,0
10300.0,7.485,51000,0.411764705882353,4,1,21000,0
9600.0,7.193,48300,0.37888198757764,4,0,18300,0
10700.0,7.671,52800,0.431818181818182,5,1,22800,0
8700.0,6.833,44900,0.33184855233853,3,0,14900,0
7900.0,6.475,41500,0.27710843373494,2,0,11500,0
10500.0,7.579,51900,0.421965317919075,4,1,21900,0
8700.0,6.829,44900,0.33184855233853,3,0,14900,0
11500.0,7.994,55800,0.462365591397849,5,1,25800,0
9700.0,7.23,48600,0.382716049382716,4,0,18600,0
10100.0,7.431,50500,0.405940594059406,4,1,20500,0
10400.0,7.547,51600,0.418604651162791,4,1,21600,0
7800.0,6.458,41400,0.27536231884058,2,0,11400,0
8700.0,6.842,45000,0.333333333333333,3,0,15000,0
8200.0,6.625,42900,0.300699300699301,2,0,12900,0
8800.0,6.875,45300,0.337748344370861,3,0,15300,0
7900.0,6.48,41600,0.278846153846154,2,0,11600,0
9200.0,7.043,46900,0.360341151385928,3,0,16900,0
9800.0,7.29,49200,0.390243902439024,4,0,19200,0
7800.0,6.419,41000,0.268292682926829,2,0,11000,0
7300.0,6.223,39200,0.23469387755102,2,0,9200,0
9600.0,7.224,48600,0.382716049382716,4,0,18600,0
7900.0,6.487,41600,0.278846153846154,2,0,11600,0
8900.0,6.924,45800,0.344978165938865,3,0,15800,0
10300.0,7.508,51200,0.4140625,4,1,21200,0
9300.0,7.059,47000,0.361702127659575,3,0,17000,0
10300.0,7.482,51000,0.411764705882353,4,1,21000,0
10200.0,7.444,50600,0.407114624505929,4,1,20600,0
9300.0,7.072,47100,0.363057324840764,3,0,17100,0
10300.0,7.501,51200,0.4140625,4,1,21200,0
8300.0,6.639,43100,0.303944315545244,2,0,13100,0
10500.0,7.586,52000,0.423076923076923,4,1,22000,0
11000.0,7.791,53900,0.443413729128015,5,1,23900,0
10000.0,7.394,50200,0.402390438247012,4,1,20200,0
10400.0,7.566,51800,0.420849420849421,4,1,21800,0
11100.0,7.853,54500,0.44954128440367,5,1,24500,0
10300.0,7.507,51200,0.4140625,4,1,21200,0
8700.0,6.801,44600,0.327354260089686,3,0,14600,0
8700.0,6.839,45000,0.333333333333333,3,0,15000,0
8700.0,6.815,44700,0.328859060402685,3,0,14700,0
9000.0,6.936,45900,0.34640522875817,3,0,15900,0
8300.0,6.671,43400,0.308755760368664,3,0,13400,0
20000.0,11.613,89900,0.666295884315907,13,2,59900,0
8900.0,6.919,45700,0.343544857768053,3,0,15700,0
11100.0,7.86,54600,0.450549450549451,5,1,24600,0
10300.0,7.514,51300,0.415204678362573,4,1,21300,0
9100.0,6.975,46200,0.350649350649351,3,0,16200,0
8500.0,6.738,44000,0.318181818181818,3,0,14000,0
7800.0,6.429,41100,0.27007299270073,2,0,11100,0
8900.0,6.891,45400,0.33920704845815,3,0,15400,0
10100.0,7.432,50500,0.405940594059406,4,1,20500,0
9800.0,7.301,49300,0.391480730223124,4,0,19300,0
8500.0,6.744,44100,0.319727891156463,3,0,14100,0
9600.0,7.192,48300,0.37888198757764,4,0,18300,0
9800.0,7.287,49200,0.390243902439024,4,0,19200,0
9800.0,7.28,49100,0.389002036659878,4,0,19100,0
8700.0,6.836,44900,0.33184855233853,3,0,14900,0
9700.0,7.25,48800,0.385245901639344,4,0,18800,0
7700.0,6.392,40700,0.262899262899263,2,0,10700,0
9900.0,7.339,49700,0.396378269617706,4,0,19700,0
8300.0,6.645,43100,0.303944315545244,2,0,13100,0
10600.0,7.62,52300,0.426386233269599,5,1,22300,0
8300.0,6.652,43200,0.305555555555556,2,0,13200,0
9700.0,7.236,48700,0.383983572895277,4,0,18700,0
7800.0,6.442,41200,0.271844660194175,2,0,11200,0
9700.0,7.237,48700,0.383983572895277,4,0,18700,0
11200.0,7.87,54700,0.451553930530165,5,1,24700,0
11300.0,7.911,55000,0.454545454545455,5,1,25000,0
8700.0,6.829,44900,0.33184855233853,3,0,14900,0
8300.0,6.662,43300,0.30715935334873,2,0,13300,0
7600.0,6.36,40400,0.257425742574257,2,0,10400,0
10500.0,7.578,51900,0.421965317919075,4,1,21900,0
8600.0,6.78,44400,0.324324324324324,3,0,14400,0
9000.0,6.959,46100,0.349240780911063,3,0,16100,0
10200.0,7.468,50900,0.410609037328094,4,1,20900,0
8000.0,6.529,42000,0.285714285714286,2,0,12000,0
8800.0,6.867,45200,0.336283185840708,3,0,15200,0
8700.0,6.806,44600,0.327354260089686,3,0,14600,0
10700.0,7.663,52700,0.430740037950664,5,1,22700,0
10200.0,7.466,50900,0.410609037328094,4,1,20900,0
9200.0,7.051,46900,0.360341151385928,3,0,16900,0
9800.0,7.289,49200,0.390243902439024,4,0,19200,0
10000.0,7.376,50000,0.4,4,1,20000,0
9000.0,6.962,46100,0.349240780911063,3,0,16100,0
10500.0,7.596,52100,0.424184261036468,4,1,22100,0
9300.0,7.082,47200,0.364406779661017,3,0,17200,0
12800.0,8.572,61300,0.510603588907015,7,1,31300,0
10400.0,7.555,51700,0.41972920696325,4,1,21700,0
9900.0,7.329,49600,0.395161290322581,4,0,19600,0
8700.0,6.84,45000,0.333333333333333,3,0,15000,0
9600.0,7.199,48300,0.37888198757764,4,0,18300,0
9900.0,7.335,49600,0.395161290322581,4,0,19600,0
8500.0,6.724,43900,0.316628701594533,3,0,13900,0
10000.0,7.364,49900,0.398797595190381,4,0,19900,0
7700.0,6.412,40900,0.266503667481663,2,0,10900,0
10000.0,7.372,50000,0.4,4,0,20000,0
9500.0,7.169,48100,0.376299376299376,4,0,18100,0
10200.0,7.465,50800,0.409448818897638,4,1,20800,0
10400.0,7.555,51700,0.41972920696325,4,1,21700,0
8200.0,6.612,42800,0.299065420560748,2,0,12800,0
6700.0,5.972,36800,0.184782608695652,1,0,6800,0
9600.0,7.189,48200,0.377593360995851,4,0,18200,0
10400.0,7.531,51500,0.41747572815534,4,1,21500,0
9300.0,7.075,47200,0.364406779661017,3,0,17200,0
8200.0,6.629,43000,0.302325581395349,2,0,13000,0
9100.0,7.01,46600,0.356223175965665,3,0,16600,0
12000.0,8.227,58000,0.482758620689655,6,1,28000,0
8200.0,6.604,42700,0.297423887587822,2,0,12700,0
7800.0,6.448,41300,0.273607748184019,2,0,11300,0
9700.0,7.256,48900,0.386503067484663,4,0,18900,0
9600.0,7.204,48400,0.380165289256198,4,0,18400,0
9800.0,7.311,49400,0.392712550607287,4,0,19400,0
8100.0,6.564,42400,0.292452830188679,2,0,12400,0
8800.0,6.88,45300,0.337748344370861,3,0,15300,0
11000.0,7.8,54000,0.444444444444444,5,1,24000,0
7000.0,6.099,38000,0.210526315789474,1,0,8000,0
7600.0,6.358,40400,0.257425742574257,2,0,10400,0
9400.0,7.112,47500,0.368421052631579,3,0,17500,0
9100.0,7.012,46600,0.356223175965665,3,0,16600,0
10100.0,7.41,50300,0.403578528827038,4,1,20300,0
10100.0,7.397,50200,0.402390438247012,4,1,20200,0
10600.0,7.637,52500,0.428571428571429,5,1,22500,0
9300.0,7.068,47100,0.363057324840764,3,0,17100,0
11000.0,7.818,54200,0.44649446494465,5,1,24200,0
7400.0,6.29,39800,0.246231155778895,2,0,9800,0
11000.0,7.786,53900,0.443413729128015,5,1,23900,0
8600.0,6.795,44500,0.325842696629214,3,0,14500,0
9300.0,7.088,47300,0.365750528541226,3,0,17300,0
8400.0,6.71,43700,0.31350114416476,3,0,13700,0
9500.0,7.154,47900,0.373695198329854,4,0,17900,0
11700.0,8.094,56800,0.471830985915493,6,1,26800,0
9800.0,7.303,49300,0.391480730223124,4,0,19300,0
9800.0,7.274,49000,0.387755102040816,4,0,19000,0
10600.0,7.634,52400,0.427480916030534,5,1,22400,0
9900.0,7.329,49600,0.395161290322581,4,0,19600,0
9200.0,7.042,46900,0.360341151385928,3,0,16900,0
9700.0,7.257,48900,0.386503067484663,4,0,18900,0
7100.0,6.148,38500,0.220779220779221,1,0,8500,0
9700.0,7.245,48800,0.385245901639344,4,0,18800,0
8900.0,6.915,45700,0.343544857768053,3,0,15700,0
9100.0,7.003,46500,0.354838709677419,3,0,16500,0
9200.0,7.016,46600,0.356223175965665,3,0,16600,0
9000.0,6.942,45900,0.34640522875817,3,0,15900,0
13200.0,8.722,62700,0.521531100478469,7,1,32700,0
8200.0,6.599,42700,0.297423887587822,2,0,12700,0
9000.0,6.952,46000,0.347826086956522,3,0,16000,0
10600.0,7.629,52400,0.427480916030534,5,1,22400,0
9200.0,7.041,46900,0.360341151385928,3,0,16900,0
9200.0,7.017,46600,0.356223175965665,3,0,16600,0
9000.0,6.966,46100,0.349240780911063,3,0,16100,0
9700.0,7.266,49000,0.387755102040816,4,0,19000,0
11800.0,8.129,57100,0.474605954465849,6,1,27100,0
7700.0,6.389,40700,0.262899262899263,2,0,10700,0
10100.0,7.413,50400,0.404761904761905,4,1,20400,0
9000.0,6.966,46200,0.350649350649351,3,0,16200,0
9700.0,7.236,48700,0.383983572895277,4,0,18700,0
9300.0,7.069,47100,0.363057324840764,3,0,17100,0
11100.0,7.835,54300,0.447513812154696,5,1,24300,0
9000.0,6.945,46000,0.347826086956522,3,0,16000,0
9900.0,7.351,49800,0.397590361445783,4,0,19800,0
9000.0,6.952,46000,0.347826086956522,3,0,16000,0
7800.0,6.423,41000,0.268292682926829,2,0,11000,0
5200.0,5.34,30800,0.025974025974026,0,0,800,0
11100.0,7.829,54300,0.447513812154696,5,1,24300,0
10600.0,7.648,52600,0.429657794676806,5,1,22600,0
6900.0,6.063,37600,0.202127659574468,1,0,7600,0
9300.0,7.091,47300,0.365750528541226,3,0,17300,0
9800.0,7.279,49100,0.389002036659878,4,0,19100,0
8700.0,6.829,44900,0.33184855233853,3,0,14900,0
9400.0,7.129,47700,0.371069182389937,3,0,17700,0
9600.0,7.215,48500,0.381443298969072,4,0,18500,0
13500.0,8.848,63900,0.530516431924883,7,1,33900,0
8900.0,6.914,45700,0.343544857768053,3,0,15700,0
7400.0,6.263,39500,0.240506329113924,2,0,9500,0
9800.0,7.276,49100,0.389002036659878,4,0,19100,0
7300.0,6.24,39300,0.236641221374046,2,0,9300,0
8000.0,6.53,42100,0.287410926365796,2,0,12100,0
9200.0,7.027,46700,0.357601713062099,3,0,16700,0
8500.0,6.728,43900,0.316628701594533,3,0,13900,0
9500.0,7.167,48000,0.375,4,0,18000,0
7500.0,6.301,39900,0.24812030075188,2,0,9900,0
7300.0,6.233,39300,0.236641221374046,2,0,9300,0
9400.0,7.11,47500,0.368421052631579,3,0,17500,0
11000.0,7.801,54000,0.444444444444444,5,1,24000,0
10000.0,7.367,49900,0.398797595190381,4,0,19900,0
11000.0,7.805,54100,0.44547134935305,5,1,24100,0
9600.0,7.21,48400,0.380165289256198,4,0,18400,0
20800.0,11.985,93400,0.678800856531049,14,3,63400,0
9000.0,6.946,46000,0.347826086956522,3,0,16000,0
9600.0,7.195,48300,0.37888198757764,4,0,18300,0
9700.0,7.238,48700,0.383983572895277,4,0,18700,0
10800.0,7.715,53200,0.43609022556391,5,1,23200,0
9400.0,7.126,47700,0.371069182389937,3,0,17700,0
10900.0,7.758,53600,0.440298507462687,5,1,23600,0
